x,y,Distance
101.031,44.893,46.445
-0.566,144.968,105.924
4.858,18.815,110.968
142.643,75.756,54.555
62.050,55.440,44.440
4.809,18.632,111.123
99.747,184.994,95.490
102.755,84.173,14.041
161.123,35.128,89.847
64.486,2.208,91.422
119.904,84.999,30.338
115.754,162.640,77.073
104.279,62.587,30.920
177.731,144.455,103.271
-2.260,144.460,107.117
78.195,95.337,12.937
164.991,99.695,75.633
135.858,177.199,98.527
76.762,16.190,74.988
4.809,118.632,89.855
18.255,84.686,71.923
15.018,-0.428,117.462
124.971,20.534,77.784
98.452,104.754,17.009
183.713,176.651,127.645
137.421,184.283,105.542
181.459,55.218,97.869
156.356,136.576,81.084
141.827,-4.654,107.926
116.923,43.941,53.363
156.037,176.951,109.193
3.193,-3.848,127.829
22.040,104.565,69.484
43.002,56.001,57.994
62.906,104.069,30.511
-1.214,155.150,112.075
98.036,144.598,55.185
157.234,24.165,94.115
159.110,75.080,70.721
40.694,55.048,60.425
-2.918,44.060,103.640
18.863,24.869,96.439
2.849,84.109,87.332
104.911,60.939,32.675
4.794,1.421,122.898
156.560,136.371,81.134
145.000,120.011,62.670
143.810,103.237,55.432
76.353,116.580,29.867
43.521,143.550,70.893
1.355,35.187,104.209
158.424,75.255,70.013
144.939,40.781,73.778
-2.236,184.472,132.017
124.305,37.456,62.764
140.985,55.098,61.804
99.628,35.014,55.830
36.119,16.848,90.846
139.389,44.963,66.857
96.573,56.359,34.284
135.329,181.784,102.372
84.516,182.147,92.305
116.026,183.035,96.608
77.260,104.183,19.049
135.762,117.347,53.324
118.667,155.181,71.210
56.293,56.644,47.411
141.066,15.115,90.653
115.735,42.610,53.939
104.999,79.919,18.090
122.442,175.637,91.579
44.301,17.451,85.736
44.747,98.430,46.013
82.788,15.850,74.502
139.283,15.052,89.713
159.302,84.951,69.504
115.482,157.857,72.487
142.630,144.252,75.596
121.441,95.212,31.887
183.896,96.866,94.165
135.154,81.233,46.016
23.846,36.805,84.876
175.010,139.692,98.482
79.015,135.098,46.408
75.572,17.679,73.747
23.313,43.744,81.145
104.031,62.958,30.478
15.000,180.038,117.168
64.899,120.999,39.873
161.965,95.402,72.185
4.992,20.289,109.925
136.003,56.995,56.635
78.758,104.843,18.606
44.474,177.767,98.860
38.402,44.738,68.626
124.546,157.918,76.204
123.450,16.381,80.873
175.124,21.108,109.526
23.584,23.487,93.985
16.006,76.993,75.112
64.471,22.239,72.408
103.761,16.705,74.582
15.003,60.170,80.696
117.012,4.009,90.143
123.603,163.467,80.791
177.807,124.494,94.355
139.691,55.010,60.791
15.026,59.494,80.928
156.659,23.720,94.018
98.826,95.140,10.227
135.308,118.273,53.419
123.550,123.521,47.437
3.530,16.459,113.502
23.874,63.162,71.350
184.821,118.675,99.079
57.665,15.579,81.139
24.865,38.848,82.807
19.570,75.019,71.989
159.777,35.005,88.861
122.682,104.220,35.657
155.438,162.046,97.337
180.189,44.996,100.811
104.594,158.027,69.575
75.466,17.891,73.559
122.392,35.609,63.318
84.994,139.753,49.999
162.488,104.337,73.909
55.013,39.645,61.310
59.337,4.956,90.401
84.890,121.043,31.454
95.414,18.008,72.200
24.918,0.901,110.330
15.003,60.171,80.696
39.037,35.094,74.903
139.110,155.080,81.538
16.818,76.143,74.465
36.505,23.575,85.279
144.983,59.589,62.851
75.064,79.205,18.416
55.109,161.036,79.131
62.533,155.689,71.190
142.534,-4.310,107.967
81.246,164.842,75.347
139.393,135.037,66.854
64.566,122.038,40.892
35.160,141.253,75.046
164.001,177.001,114.225
63.668,123.398,42.516
84.928,159.152,69.333
24.961,59.377,71.872
17.900,64.538,76.447
41.116,184.874,106.715
59.862,144.998,62.702
184.036,177.048,128.152
1.629,175.273,122.788
-2.677,4.223,126.270
124.725,158.366,76.684
104.628,-1.892,93.056
121.013,75.104,34.423
163.230,183.817,119.022
17.171,95.878,73.048
0.207,95.004,89.914
95.132,141.143,51.398
62.751,104.175,30.698
-4.445,77.711,95.224
55.344,38.178,62.335
58.470,4.760,90.882
36.352,163.419,90.917
97.380,124.259,35.045
97.998,104.582,16.637
21.725,64.693,72.798
35.897,117.142,60.511
4.114,22.842,109.014
115.872,117.179,37.534
96.038,156.950,67.219
18.678,115.178,75.617
144.867,78.855,56.006
124.950,139.296,60.436
-2.346,84.415,92.497
42.068,35.448,72.609
55.033,179.426,96.009
42.745,44.179,65.812
18.890,175.125,110.904
35.087,59.074,63.009
2.875,84.091,87.307
64.133,17.186,77.269
164.967,60.573,80.554
4.951,20.695,109.699
157.416,115.719,72.171
138.231,115.323,54.489
142.755,184.173,107.948
23.292,43.763,81.152
35.213,81.443,55.434
75.103,41.010,51.203
141.128,24.871,82.814
97.605,15.611,74.783
63.866,76.829,29.251
95.098,139.015,49.277
19.452,155.030,95.932
120.056,15.000,80.808
122.934,184.049,99.651
39.308,164.952,90.471
82.942,4.043,86.248
-4.051,37.069,107.908
78.613,144.804,55.967
4.982,120.424,90.279
158.914,184.881,117.274
75.943,77.078,19.083
116.354,163.421,78.010
43.858,63.181,53.356
183.936,76.916,94.861
15.000,79.930,75.655
60.533,44.971,53.806
155.586,122.348,73.144
60.425,184.982,99.471
20.272,164.993,102.385
62.067,75.447,31.482
117.074,164.054,78.851
96.175,36.780,53.583
155.310,58.266,72.630
122.113,75.468,35.266
95.061,159.222,69.404
22.112,64.532,72.492
141.668,164.714,90.846
181.195,95.145,91.359
63.627,176.558,90.478
63.725,56.664,42.438
123.540,3.531,92.756
-1.201,164.854,117.969
155.639,-2.446,113.393
22.798,24.144,94.081
184.946,0.736,130.334
4.662,178.194,122.706
99.329,24.955,65.717
115.647,97.540,26.749
155.729,82.600,66.163
175.788,42.694,97.984
156.428,176.501,109.073
78.962,124.891,36.586
156.266,176.675,109.112
95.076,0.868,89.281
157.858,55.482,76.150
0.447,155.020,110.650
24.666,21.796,94.438
22.138,35.480,87.038
123.099,3.924,92.231
95.446,177.936,88.102
176.745,23.795,109.140
124.587,98.010,35.520
15.473,57.876,81.140
43.810,103.238,48.031
20.151,104.998,71.422
60.049,75.000,33.482
123.307,103.750,36.049
58.473,44.761,55.133
38.785,35.150,75.034
164.501,182.177,118.528
20.963,55.094,77.345
-4.118,2.835,128.270
156.943,143.957,85.993
1.421,35.206,104.143
24.632,118.117,71.140
104.541,117.908,31.475
78.957,35.110,55.990
44.637,138.129,66.123
103.437,143.631,55.290
141.672,64.712,57.547
175.990,17.013,112.806
84.697,141.715,51.981
95.039,0.625,89.521
62.587,84.279,27.986
98.710,135.169,46.001
123.308,43.749,57.010
116.696,163.753,78.438
104.993,179.737,90.980
117.604,4.388,89.961
164.978,140.469,90.395
15.418,2.001,115.344
95.091,-0.951,91.098
95.366,98.121,9.741
124.927,19.148,79.005
163.750,96.693,74.071
22.124,115.474,72.480
101.639,24.724,66.313
15.443,182.057,118.447
155.596,137.632,81.079
136.240,-3.296,104.138
75.516,142.211,54.175
115.700,77.449,28.619
120.276,175.008,90.241
123.278,163.776,80.938
161.893,24.628,97.187
1.588,144.741,103.969
43.440,116.371,53.492
164.188,177.269,114.551
35.003,100.170,55.911
158.158,4.648,109.241
100.010,115.000,26.933
104.324,137.490,49.605
157.175,115.875,72.002
175.661,177.516,122.471
24.066,142.911,84.523
159.243,75.058,70.856
175.364,121.872,91.136
103.400,36.334,55.322
44.505,57.830,55.707
79.051,84.909,12.060
115.598,22.371,72.321
41.347,4.815,98.094
115.154,18.768,75.552
96.657,36.282,54.135
24.883,58.924,72.137
36.619,156.316,85.117
58.902,64.878,39.966
160.099,24.999,95.614
18.916,144.881,89.788
57.230,135.837,56.332
4.979,0.459,123.466
155.996,57.005,73.802
56.884,56.089,47.388
96.785,36.170,54.262
183.743,123.315,99.503
44.928,140.843,67.930
23.542,103.529,67.803
23.308,136.250,81.143
100.632,115.040,27.207
145.000,59.947,62.693
160.887,35.079,89.690
163.939,3.079,114.130
-3.354,163.708,118.928
15.129,178.871,116.191
115.350,98.162,26.648
44.882,58.918,54.775
141.179,-4.859,107.797
43.553,136.482,65.695
38.092,144.622,75.337
178.007,44.585,99.052
76.375,23.444,67.937
144.253,77.371,55.722
15.217,18.543,103.424
162.596,44.273,85.815
24.216,37.312,84.271
136.790,156.167,81.046
144.740,21.592,87.627
43.652,43.415,65.703
160.702,55.049,78.887
138.169,55.347,59.356
84.514,2.150,88.023
44.303,42.546,65.869
62.217,144.482,61.145
17.555,44.361,85.609
156.282,176.657,109.108
120.241,15.006,80.872
139.311,75.048,51.547
35.087,20.926,88.234
140.274,115.008,56.165
17.480,4.318,112.243
121.535,15.242,81.148
4.099,177.137,122.344
4.235,102.658,86.676
141.365,135.190,68.425
24.950,159.296,95.029
101.181,144.859,55.986
100.978,55.097,36.598
64.939,20.779,73.615
116.270,96.670,27.121
104.277,2.590,88.575
118.527,104.778,32.142
21.731,84.691,68.457
79.366,35.040,55.979
59.388,164.962,80.962
104.522,117.866,31.427
64.333,122.494,41.394
104.999,0.105,91.144
63.375,176.311,90.315
115.191,81.367,26.647
75.706,97.438,16.095
95.007,159.732,69.909
44.914,99.076,45.972
59.273,164.947,80.991
183.260,36.209,107.679
164.548,182.078,118.481
100.991,84.901,12.135
21.981,-4.591,116.500
164.382,182.407,118.633
155.905,182.868,113.884
115.611,62.395,37.671
136.030,96.960,46.571
124.858,161.184,79.265
78.541,184.782,95.467
64.046,77.062,28.986
101.147,175.133,85.859
22.029,84.570,68.170
59.476,164.972,80.938
61.148,175.133,89.880
178.721,115.166,92.238
3.599,16.529,113.404
16.519,-3.589,118.981
76.103,23.132,68.296
80.958,175.093,85.566
142.968,135.976,70.149
124.802,178.608,95.201
82.049,4.561,85.810
157.386,75.738,68.898
135.425,162.016,85.152
176.845,143.879,102.214
84.183,142.739,53.053
37.886,35.469,75.419
56.386,-3.455,99.314
55.123,181.103,97.541
96.767,183.814,94.055
56.135,43.172,57.782
124.675,161.774,79.716
175.847,162.785,112.561
178.299,24.702,109.838
24.751,38.441,83.149
118.908,104.879,32.527
144.208,137.299,71.954
97.446,164.298,74.669
-1.725,135.307,102.286
23.181,163.858,99.583
75.582,97.658,16.307
64.991,-0.307,93.705
163.602,63.468,78.257
61.396,24.801,71.194
44.991,140.304,67.486
39.865,-4.998,107.411
104.777,98.522,17.072
115.052,0.722,92.735
118.688,15.175,80.146
84.748,161.568,71.755
40.124,104.998,52.064
43.562,136.491,65.695
64.923,59.124,39.768
123.470,23.600,74.371
-4.773,118.510,98.950
0.740,95.055,89.384
78.832,155.138,66.082
1.252,115.159,92.226
98.937,115.114,26.660
164.426,137.674,88.399
35.739,17.384,90.642
21.153,64.865,73.276
3.146,103.886,87.938
22.181,115.501,72.437
141.903,144.624,75.360
118.479,144.763,61.730
136.532,23.602,81.094
143.553,183.518,107.772
79.262,4.945,85.731
15.557,2.293,115.032
24.996,60.188,71.499
35.512,157.795,86.963
77.180,55.871,36.454
75.811,77.270,19.051
63.051,23.961,71.322
15.512,-2.204,118.524
38.387,24.733,83.201
75.464,157.896,69.427
135.546,17.728,85.439
75.310,-1.734,92.903
175.379,41.910,98.009
40.732,184.946,106.956
1.341,95.183,88.792
123.625,36.556,63.155
77.832,95.494,13.332
163.431,116.363,78.036
22.580,184.283,115.895
2.482,64.341,91.186
84.723,98.358,9.872
95.400,178.041,88.204
184.659,58.185,99.881
35.259,138.411,73.060
162.650,15.760,103.889
155.297,178.303,109.831
4.990,100.311,85.614
64.251,-2.632,96.143
81.998,144.583,55.160
-0.488,55.024,96.997
160.163,135.003,83.368
40.398,75.016,51.800
15.513,82.206,74.876
3.310,156.252,109.091
184.596,38.030,107.949
76.683,56.259,36.271
64.716,18.338,75.990
164.181,177.257,114.537
99.039,95.093,10.389
121.128,55.129,46.758
97.626,64.400,26.720
4.263,142.613,100.575
16.735,116.213,77.794
-1.728,44.692,102.293
115.003,140.172,56.061
102.745,4.179,86.768
117.293,135.796,53.318
143.005,96.004,53.362
-0.106,175.001,123.856
-3.626,16.557,118.982
182.063,15.445,118.482
84.132,57.184,33.337
55.761,142.651,62.792
0.535,115.029,92.882
143.217,56.173,63.076
119.416,84.966,29.863
43.279,43.775,65.714
43.122,-3.906,104.952
157.770,64.475,72.436
78.879,144.873,55.981
155.076,119.131,71.314
15.076,140.870,90.544
136.847,36.120,71.413
164.969,-0.556,117.576
1.241,135.157,99.567
36.672,123.731,63.083
103.579,96.508,15.073
104.895,118.979,32.588
98.409,124.740,35.744
98.667,124.819,35.882
23.386,156.321,93.984
181.349,75.185,92.561
115.421,2.008,91.599
2.214,15.517,115.115
123.974,43.034,57.980
105.000,19.933,71.663
124.955,159.327,77.646
136.141,96.821,46.660
64.174,142.752,58.723
0.948,75.091,90.274
164.993,79.727,75.712
22.886,164.083,99.948
84.982,120.418,30.822
115.389,161.932,76.284
155.059,40.765,81.606
39.063,95.089,51.172
60.492,175.024,89.990
40.632,144.960,73.862
136.104,143.134,70.357
16.989,36.008,90.794
21.444,55.213,76.862
157.087,175.936,109.030
101.871,95.363,13.042
137.780,-4.480,105.887
138.199,55.336,59.386
79.608,164.985,75.695
95.788,37.306,53.017
42.765,44.166,65.807
141.359,144.812,75.124
100.893,144.920,55.989
184.984,0.401,130.591
179.917,35.001,105.422
178.465,44.759,99.380
163.686,-3.378,118.965
55.003,140.174,61.160
136.017,96.978,46.560
3.260,136.209,98.263
104.535,117.893,31.458
64.121,57.168,41.797
123.951,96.936,34.670
24.946,100.734,65.915
96.703,183.759,93.996
62.607,164.266,79.147
104.771,1.497,89.734
115.901,102.863,28.934
55.781,17.317,80.331
42.187,155.504,81.084
44.991,120.295,54.237
155.564,162.307,97.615
104.509,157.838,69.373
135.506,157.808,81.669
38.670,164.820,90.721
95.477,17.868,72.345
84.273,182.597,92.769
177.207,144.147,102.663
135.712,42.571,65.887
84.562,177.952,88.116
115.147,1.205,92.296
104.038,102.949,19.109
184.799,161.403,118.694
-4.577,122.014,99.829
55.106,38.975,61.808
124.962,99.385,36.216
36.262,136.680,71.165
2.244,175.532,122.527
35.127,121.118,63.065
24.495,62.191,71.149
75.584,42.345,49.786
144.937,140.789,74.828
24.989,139.664,81.794
82.271,-4.455,94.773
175.388,158.068,109.211
181.898,75.374,93.073
95.010,60.319,30.108
4.943,20.755,109.668
35.980,177.027,102.417
164.413,82.350,74.824
164.877,101.101,75.713
17.653,4.415,112.058
77.508,75.665,19.005
16.091,143.118,91.000
24.963,59.389,71.866
35.000,140.060,74.355
97.003,144.002,54.453
163.647,56.579,80.893
81.677,184.710,95.070
123.953,163.061,80.569
121.700,15.298,81.161
178.122,175.366,122.701
141.665,55.285,62.262
144.787,18.556,90.047
63.306,143.751,60.003
-4.708,61.683,98.835
59.760,164.994,80.851
139.698,44.991,67.066
99.241,164.942,75.508
104.948,139.282,51.501
176.585,123.652,92.911
65.000,119.953,39.000
76.105,96.865,15.481
135.376,158.098,81.838
62.812,104.135,30.625
115.240,98.469,26.639
184.967,59.425,99.786
-3.110,56.085,99.079
156.242,23.299,94.022
164.859,78.823,75.708
115.180,101.331,27.627
80.197,64.996,26.854
155.066,99.189,65.729
55.001,160.090,78.331
136.247,123.304,57.004
55.829,157.243,75.416
161.052,164.888,103.241
55.134,141.149,61.889
136.126,-3.160,103.966
-0.692,-4.952,131.295
35.879,37.169,75.622
161.601,84.737,71.813
65.000,20.018,74.311
175.805,42.720,97.986
163.697,156.633,99.365
18.775,84.848,71.393
144.739,121.594,63.216
35.476,182.129,107.041
141.891,95.371,52.186
98.341,15.283,75.187
35.872,182.821,107.438
99.984,155.000,65.761
142.604,155.732,84.198
36.567,183.635,107.796
80.832,175.070,85.557
122.284,4.448,91.451
84.998,100.157,11.310
104.976,159.512,71.108
-4.456,162.268,118.914
55.576,137.670,58.786
39.933,185.000,107.374
163.540,-3.531,118.994
-3.508,176.437,127.323
58.191,-4.661,99.861
97.886,75.469,16.545
181.014,75.104,92.243
119.534,15.022,80.596
84.405,117.634,28.188
140.326,135.011,67.529
38.326,15.289,90.833
115.455,-2.085,95.547
35.643,2.453,103.043
44.929,80.837,45.975
95.596,122.368,32.848
15.327,78.222,75.579
84.766,138.488,48.764
121.085,104.881,34.478
99.915,104.999,17.987
156.225,43.279,81.064
155.120,141.087,82.780
176.997,136.002,98.425
122.812,144.134,63.308
155.136,1.159,110.175
58.995,135.102,54.718
184.626,78.101,95.389
155.517,42.213,81.109
62.204,64.488,37.718
4.511,177.843,122.560
143.880,183.154,107.619
75.000,79.974,18.029
175.021,79.543,85.680
44.944,140.748,67.848
16.576,83.643,73.681
184.992,139.715,107.229
104.866,41.151,51.070
135.026,160.509,83.666
160.113,55.001,78.381
56.360,23.428,74.584
163.198,183.843,119.023
55.296,61.695,44.771
79.030,24.905,66.014
55.176,101.316,36.598
177.696,-4.438,128.891
103.168,16.132,75.040
137.193,164.137,87.890
179.139,15.075,116.462
144.744,141.580,75.226
95.209,98.568,10.034
4.183,117.262,90.024
102.772,64.162,28.834
-2.426,155.628,113.339
137.968,4.568,97.989
75.139,178.830,90.058
15.086,0.925,116.380
116.101,123.130,42.185
36.273,76.667,55.340
4.739,161.595,111.318
19.194,175.065,110.664
80.187,115.004,26.850
3.301,56.244,93.023
117.396,35.732,60.803
4.840,38.747,99.380
175.372,138.108,98.008
61.859,64.642,37.870
159.498,4.975,109.829
64.143,97.200,26.822
20.203,35.004,88.848
-2.834,75.880,93.884
124.073,142.900,62.930
58.380,124.730,46.953
84.848,81.222,10.172
-4.759,78.465,95.440
64.821,138.672,54.788
144.654,98.172,55.279
104.963,60.611,32.990
83.100,116.077,26.966
21.904,35.377,87.285
124.918,160.904,79.040
95.115,98.932,10.299
44.990,19.682,83.483
119.582,24.983,71.442
4.351,117.537,89.948
135.478,37.867,69.196
78.546,135.216,46.636
76.262,183.321,94.320
104.960,60.631,32.972
156.398,136.532,81.093
155.000,159.942,95.492
184.727,121.631,99.884
79.297,175.050,85.714
81.155,175.135,85.588
164.809,161.368,103.402
184.975,159.497,117.699
104.873,158.882,70.469
116.021,183.027,96.599
124.949,-0.710,97.220
115.368,101.882,28.028
83.517,23.554,66.764
115.766,2.660,91.070
60.540,135.029,53.797
75.005,100.224,18.132
103.317,123.741,36.277
104.494,137.808,49.959
44.996,159.803,83.040
58.807,64.856,40.054
136.273,63.334,53.425
38.677,64.822,57.151
136.151,163.191,86.533
124.936,140.795,61.657
120.471,104.978,33.968
35.601,22.377,86.779
84.413,62.351,28.208
60.418,55.018,45.804
160.419,95.018,70.615
178.727,104.835,89.976
144.228,42.669,71.995
15.080,160.891,103.127
75.065,119.194,32.780
183.269,176.217,127.025
64.456,177.731,91.366
97.838,155.492,65.957
163.073,-3.945,119.032
175.094,80.964,85.591
184.998,159.866,117.936
164.928,120.844,81.044
55.750,62.633,43.829
95.553,22.286,67.947
3.213,103.831,87.864
119.068,135.088,53.652
42.909,144.066,71.684
82.627,104.254,16.036
142.752,55.826,62.872
55.237,-1.521,97.898
-0.785,184.938,131.344
124.662,141.807,62.340
64.939,39.223,56.620
24.970,160.543,95.928
140.204,115.004,56.101
44.947,-0.726,101.292
84.761,18.471,71.723
115.051,140.714,56.569
15.707,137.436,88.128
155.010,160.319,95.775
159.959,165.000,102.573
17.555,135.639,85.605
84.983,139.589,49.836
155.000,160.015,95.545
136.476,136.452,65.721
158.904,164.878,101.767
35.001,19.880,89.107
119.472,24.972,71.406
64.761,138.472,54.637
160.712,95.051,70.910
163.750,143.307,91.011
164.568,117.967,79.656
176.405,3.475,122.296
-4.107,42.852,105.243
142.826,124.125,62.903
-3.579,176.508,127.423
83.724,176.664,86.885
75.048,100.690,18.364
124.753,1.551,95.041
141.323,155.178,82.968
37.854,15.484,90.942
160.711,4.949,110.621
95.724,157.408,67.648
77.442,44.296,47.397
35.228,61.493,61.732
135.270,101.621,46.755
157.555,64.361,72.275
116.396,96.534,27.210
184.924,140.870,107.710
141.935,95.390,52.232
156.604,56.330,74.649
56.362,183.430,99.291
162.010,75.422,73.490
79.039,24.907,66.010
44.600,61.960,53.348
180.727,44.947,101.316
-4.924,20.871,117.415
83.947,3.069,87.144
135.575,77.673,47.231
22.581,184.282,115.893
181.521,84.763,91.689
123.614,103.455,36.223
64.268,62.605,37.575
59.590,15.017,80.912
124.200,82.713,34.986
-4.232,177.338,128.466
182.602,55.730,98.758
76.215,136.733,48.715
124.719,181.653,98.012
175.012,100.351,85.658
36.073,143.095,75.663
80.139,64.998,26.873
-0.940,104.911,92.136
158.630,175.191,109.405
141.143,135.132,68.220
41.205,135.147,66.461
41.066,55.115,60.083
24.747,118.429,71.159
144.871,178.872,104.453
123.396,183.669,99.447
75.415,61.995,31.570
20.840,4.929,109.628
124.880,158.912,77.241
99.964,185.000,95.519
141.624,-4.729,107.894
144.875,141.111,75.001
155.546,82.272,66.019
60.448,144.980,62.407
78.313,15.293,75.616
102.591,4.276,86.650
20.440,95.019,69.722
143.890,183.142,107.614
142.233,-4.474,107.964
4.271,102.599,86.631
39.804,104.996,52.370
103.274,83.779,14.677
179.969,105.000,91.228
143.034,23.974,84.702
121.387,135.196,55.033
55.444,157.940,76.211
182.641,115.754,96.171
177.841,4.510,122.591
24.945,179.261,110.438
-0.401,4.984,124.086
0.272,4.993,123.591
184.346,97.528,94.664
102.837,44.117,47.653
184.057,2.923,128.192
117.729,144.454,61.113
37.030,135.978,70.125
143.975,96.967,54.440
155.123,141.100,82.790
176.274,83.334,86.550
15.977,162.969,103.926
84.223,117.323,27.919
143.739,96.680,54.170
17.398,4.270,112.333
16.916,176.064,112.893
175.444,142.059,100.067
4.564,182.041,125.567
61.480,-4.776,98.973
55.000,60.048,46.055
158.807,164.856,101.684
176.730,103.782,87.835
159.291,44.949,82.666
142.133,24.522,83.712
120.934,35.088,63.038
135.121,121.092,54.809
95.823,37.252,53.074
55.012,120.344,46.297
143.745,76.687,55.388
179.088,4.916,123.206
64.131,37.183,58.808
43.383,103.682,48.565
184.991,180.295,131.070
104.691,1.729,89.492
83.559,116.488,27.252
-4.199,57.285,99.702
15.488,42.155,88.537
137.283,84.198,47.657
95.490,162.158,72.364
95.483,-2.144,92.312
121.422,75.206,34.748
35.061,120.778,62.955
115.076,59.130,39.786
44.871,138.871,66.505
99.787,115.005,26.855
144.911,160.939,89.716
97.938,75.445,16.591
176.243,63.300,90.301
178.242,175.319,122.754
158.062,-4.609,116.561
64.892,181.033,94.424
176.207,56.743,92.418
80.172,184.997,95.498
181.488,55.227,97.892
143.178,63.860,59.274
24.313,122.529,73.282
61.146,64.867,38.254
82.201,44.489,46.175
95.370,81.887,9.742
164.336,42.489,88.240
84.194,122.722,33.226
4.723,38.359,99.681
4.513,162.153,111.850
98.562,75.211,17.101
75.072,79.154,18.440
162.832,84.120,73.088
82.517,115.680,26.739
95.188,61.358,29.115
62.065,95.447,28.442
141.297,55.171,62.021
19.442,175.031,110.479
60.388,115.015,38.747
140.425,184.982,107.543
143.371,103.693,55.116
144.799,161.404,90.016
96.157,156.801,67.082
57.395,144.268,63.297
155.002,19.876,95.632
164.654,161.829,103.608
77.332,164.228,75.295
23.844,143.198,84.875
64.475,42.231,54.156
155.114,41.061,81.471
120.070,55.000,46.158
141.174,124.860,61.932
160.148,144.998,89.149
115.853,182.793,96.329
140.160,35.003,74.452
35.486,142.150,75.426
20.330,184.989,117.786
-1.685,15.293,118.257
143.561,163.510,90.961
179.255,135.056,99.997
35.533,97.754,54.997
162.433,75.632,73.863
59.715,55.008,46.268
2.945,115.959,90.825
0.946,175.090,123.155
15.428,17.977,103.664
181.687,164.707,118.281
24.981,140.440,82.274
155.859,17.198,98.186
40.152,175.002,98.528
64.597,-1.967,95.410
156.462,176.467,109.067
119.366,44.960,53.781
56.956,103.966,35.856
137.845,35.488,72.545
124.487,182.205,98.447
140.345,175.012,98.807
158.727,75.165,70.328
55.179,141.327,62.010
97.735,15.542,74.864
82.221,184.480,94.794
103.964,23.047,68.401
84.725,101.635,12.764
101.813,104.660,18.836
78.531,75.221,18.699
182.581,124.282,98.740
123.445,136.377,57.186
57.009,135.994,56.589
115.014,119.624,38.781
135.010,-0.321,100.927
77.372,44.254,47.456
118.540,84.782,29.032
15.744,77.375,75.304
76.797,116.161,29.292
120.994,95.100,31.428
102.476,84.344,13.716
39.965,125.000,61.044
44.260,162.619,85.810
97.068,115.950,26.896
115.194,61.380,38.144
22.848,124.110,75.301
104.964,19.398,72.178
184.638,158.133,116.626
116.686,136.256,53.408
178.667,115.181,92.190
184.906,60.966,99.266
97.899,104.537,16.550
44.883,178.924,99.703
15.684,97.476,74.672
75.303,118.286,31.864
0.564,104.968,90.661
104.464,17.748,73.693
24.866,178.851,110.154
-4.519,117.860,98.521
63.040,183.970,97.752
59.868,64.998,39.142
63.185,83.854,27.493
96.804,63.845,27.034
102.761,164.168,75.257
55.329,78.216,36.603
35.073,-0.853,106.159
-3.964,63.047,97.737
35.198,121.391,63.139
75.010,159.682,71.268
185.000,99.972,95.540
75.520,82.221,16.423
163.529,96.458,73.830
103.987,176.983,88.100
164.726,81.633,75.211
115.574,77.675,28.407
141.317,124.823,62.030
-4.503,77.827,95.266
80.085,164.999,75.646
-2.101,115.463,95.537
64.004,17.006,77.483
40.174,144.997,74.196
81.215,95.150,10.166
97.846,144.512,55.073
42.750,84.176,47.590
104.908,99.044,17.450
185.000,99.971,95.540
36.319,103.384,55.306
162.474,35.655,90.603
1.121,15.127,116.202
84.506,157.833,68.049
-2.357,35.590,107.178
135.076,40.869,66.692
140.140,144.998,74.433
61.342,-4.817,99.051
0.703,55.050,95.877
15.999,97.001,74.313
156.259,123.317,74.179
183.638,23.430,114.907
119.512,155.024,71.412
40.381,184.985,107.153
24.045,182.940,113.951
185.000,59.952,99.657
4.978,119.526,89.985
22.690,64.215,72.065
144.508,82.163,55.087
55.183,101.341,36.599
139.344,155.043,81.650
124.929,39.162,61.695
-4.865,121.153,99.831
183.363,56.300,99.278
-4.199,-2.714,132.162
144.963,180.605,105.979
163.511,183.560,118.993
124.008,82.989,34.742
119.424,115.033,38.644
22.635,164.249,100.239
181.725,155.307,112.612
175.555,42.290,97.977
136.205,183.255,104.079
102.528,124.314,36.532
144.753,61.551,61.721
184.953,40.681,107.016
23.636,36.568,85.188
64.171,182.758,96.278
124.672,18.219,79.728
55.295,18.307,79.647
55.024,119.509,45.745
161.783,104.671,73.284
180.113,15.001,117.256
104.343,82.478,16.214
144.153,162.785,90.728
36.578,156.354,85.172
117.995,164.581,79.665
75.000,140.017,52.209
124.156,57.220,47.357
144.956,119.336,62.310
115.172,61.298,38.191
135.250,138.438,66.296
15.403,178.032,115.373
164.999,99.917,75.670
102.551,75.700,19.042
57.338,164.232,81.089
59.185,104.933,34.225
-4.811,181.360,131.650
175.818,17.259,112.516
24.992,140.275,82.163
180.750,144.943,106.100
121.236,115.155,40.118
102.666,155.770,66.978
116.129,163.164,77.693
44.753,101.554,46.681
35.562,162.303,90.491
141.991,144.587,75.394
17.508,64.335,76.885
144.249,177.365,102.844
55.198,141.392,62.054
120.975,35.096,63.051
115.857,62.799,37.545
76.180,3.227,87.868
137.860,135.481,66.034
155.042,160.648,96.039
38.128,75.364,53.881
18.647,15.186,103.374
84.721,1.648,88.512
42.441,64.364,54.015
76.698,156.245,67.560
184.672,41.781,106.262
124.672,141.780,62.324
161.372,44.808,84.494
3.525,23.546,109.048
136.620,136.315,65.726
120.099,44.999,54.152
81.137,35.131,55.581
121.017,-4.895,99.845
143.742,-3.316,107.698
-3.685,143.380,107.807
77.416,84.280,13.808
43.204,3.839,98.044
59.668,24.989,71.735
75.787,22.693,68.792
104.153,2.784,88.363
101.014,184.896,95.531
175.258,61.586,89.887
102.413,44.379,47.288
19.073,-4.913,118.479
123.340,103.721,36.068
178.957,64.890,92.451
60.044,95.000,30.352
55.038,-0.613,97.121
